id;name;type_target;classification_id;classname;subclassname;valid_since;valid_until;point;line;polygon
14745;"Hertzstraße/Hauptstraße";1;583;"highway";"bus_stop";"2016-02-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3657491,52.5848954]}";"";""
14767;"Ria";1;197;"amenity";"bureau_de_change";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4180479,52.4999572]}";"";""
14878;"Club der polnischen Versager";1;168;"amenity";"pub";"2013-01-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3971717,52.5298409]}";"";""
15068;"Edeka";1;49;"shop";"supermarket";"2011-10-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4203811,52.3928926]}";"";""
15171;"Gersdorfstr./Kaiserstr.";1;583;"highway";"bus_stop";"2016-01-18";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.374266,52.4448247]}";"";""
15288;"Am Langen Grund";1;396;"public_transport";"stop_position";"2016-11-19";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.432527,52.3948748]}";"";""
15334;"Ingenieurbüro U. Gronowski";1;361;"office";"undefined";"2015-10-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3487926,52.5409645]}";"";""
15449;"Bhf. Buch";1;195;"amenity";"taxi";"2015-12-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4923865,52.6367098]}";"";""
15453;"BrotfabrikBühne";1;221;"amenity";"theatre";"2014-06-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4307318,52.5525607]}";"";""
15487;"Lebensmittel und Getränke";1;32;"shop";"convenience";"2015-02-06";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4083302,52.5533409]}";"";""
15779;"Loretta am Wannsee";1;169;"amenity";"restaurant";"2016-06-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1758302,52.419966]}";"";""
15869;"U Frankfurter Tor";1;583;"highway";"bus_stop";"2015-12-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4523065,52.5160922]}";"";""
15977;"Bagdad";1;165;"amenity";"fast_food";"2015-11-28";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4421693,52.5007079]}";"";""
15994;"U Fehrbelliner Platz";1;583;"highway";"bus_stop";"2016-01-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3138992,52.4901224]}";"";""
16180;"U Südstern";1;583;"highway";"bus_stop";"2015-12-12";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4081999,52.4888279]}";"";""
16183;"Norma";1;49;"shop";"supermarket";"2011-10-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3606387,52.4123187]}";"";""
16270;"Berliner Sparkasse";1;159;"amenity";"undefined";"2011-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3108093,52.4677116]}";"";""
16460;"Liberty Pizza";1;165;"amenity";"fast_food";"2015-02-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2578952,52.4357294]}";"";""
16524;"DER Reisebüro";1;156;"shop";"travel_agency";"2016-06-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2588514,52.4325104]}";"";""
16704;"Goodtime";1;169;"amenity";"restaurant";"2013-12-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2593298,52.4297765]}";"";""
16777;"S Rahnsdorf";1;396;"public_transport";"stop_position";"2016-02-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.69093,52.4514425]}";"";""
16778;"S Rahnsdorf";1;527;"railway";"undefined";"2016-02-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.69093,52.4514425]}";"";""
16881;"CARITAS Sozialstation";1;205;"amenity";"social_facility";"2012-12-08";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3624025,52.4164834]}";"";""
16888;"Mandarino Eiscafe";1;163;"amenity";"cafe";"2013-02-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5904435,52.5206974]}";"";""
17195;"U Alt-Mariendorf";1;549;"railway";"subway_entrance";"2016-01-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3874972,52.4386817]}";"";""
17208;"Barren";1;862;"sport";"gymnastics";"2011-02-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.444081,52.5282334]}";"";""
17209;"Situp Bank";1;862;"sport";"gymnastics";"2011-02-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4406595,52.5273286]}";"";""
17718;"Daggis Einflug 1";1;168;"amenity";"pub";"2015-02-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3205113,52.5660453]}";"";""
17739;"Love Hotel";1;68;"shop";"erotic";"2016-08-08";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4040632,52.5273216]}";"";""
17884;"Cafe Niesen";1;163;"amenity";"cafe";"2015-06-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.401221,52.5473831]}";"";""
17970;"St. Georg";1;215;"amenity";"nightclub";"2011-11-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4079877,52.5028263]}";"";""
18138;"Hausverwaltung Sandra Braunwald";1;371;"office";"estate_agent";"2014-05-24";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3506174,52.5396224]}";"";""
18246;"Cafe Bistro Südpol Express";1;165;"amenity";"fast_food";"2015-10-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5114069,52.4547589]}";"";""
18375;"Roeckl";1;52;"shop";"boutique";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3270794,52.5026616]}";"";""
18631;"Café Laelia";1;163;"amenity";"cafe";"2015-11-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4344832,52.5370996]}";"";""
18664;"Ristorante Galileo";1;169;"amenity";"restaurant";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2878293,52.4527994]}";"";""
18777;"Miss Marple";1;137;"shop";"books";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3110276,52.507415]}";"";""
18907;"Koriat Kuchenmanufaktur";1;31;"shop";"confectionery";"2012-03-25";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4348513,52.4905612]}";"";""
19101;"Selmani Bäckerei & Konditorei Café";1;24;"shop";"bakery";"2015-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2946805,52.5135742]}";"";""
19102;"Selmani Bäckerei & Konditorei Café";1;163;"amenity";"cafe";"2015-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2946805,52.5135742]}";"";""
19110;"Boelcke’s Kleines Gasthaus";1;168;"amenity";"pub";"2012-10-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3770615,52.482515]}";"";""
19155;"Petra Steinbiß Blumenoase";1;83;"shop";"florist";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4519352,52.4889418]}";"";""
19185;"Jack Kruschke";1;646;"historic";"memorial";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3322639,52.470661]}";"";""
19254;"Bhf. Marzahn";1;195;"amenity";"taxi";"2016-05-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5427415,52.5433842]}";"";""
19258;"Debis";1;195;"amenity";"taxi";"2013-06-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3732554,52.5057163]}";"";""
19259;"Krankenhaus Oskar-Ziethen";1;195;"amenity";"taxi";"2015-12-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4950289,52.5141092]}";"";""
19262;"Europa Center";1;195;"amenity";"taxi";"2015-08-24";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3382465,52.5037134]}";"";""
19263;"Elsterwerder Platz";1;195;"amenity";"taxi";"2015-12-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5607978,52.5060292]}";"";""
19280;"Hotel Schweizerhof";1;195;"amenity";"taxi";"2013-06-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3437507,52.5061292]}";"";""
19420;"Eichgestell";1;540;"railway";"halt";"2016-03-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5524225,52.4595129]}";"";""
19479;"Pizzeria Laila";1;169;"amenity";"restaurant";"2016-02-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4007103,52.4946966]}";"";""
19494;"Fix foto";1;131;"shop";"photo";"2015-12-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2021844,52.5366077]}";"";""
19526;"Postbank Finanzberatung";1;159;"amenity";"undefined";"2014-05-30";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2044071,52.5369865]}";"";""
19648;"Prinzenallee/Soldiner Straße";1;583;"highway";"bus_stop";"2016-01-08";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3856375,52.5589232]}";"";""
19725;"super 10 haircompany";1;69;"shop";"hairdresser";"2014-06-27";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4172152,52.5121818]}";"";""
19846;"Schnell & Sauber";1;148;"shop";"laundry";"2012-05-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4894331,52.5422291]}";"";""
20038;"Landschaftsfriedhof Gatow";1;583;"highway";"bus_stop";"2016-02-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1528606,52.4983409]}";"";""
20039;"Landschaftsfriedhof Gatow";1;396;"public_transport";"stop_position";"2016-02-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1528606,52.4983409]}";"";""
20154;"Köllnischer Platz";1;583;"highway";"bus_stop";"2015-12-15";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.568239,52.4446969]}";"";""
20240;"Café Délice";1;24;"shop";"bakery";"2011-08-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1974988,52.5323231]}";"";""
20384;"Tchibo";1;30;"shop";"coffee";"2016-11-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3197621,52.4580081]}";"";""
20388;"e-plus";1;107;"shop";"mobile_phone";"2015-10-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3203288,52.4575148]}";"";""
20637;"Steakhaus Nonnendamm";1;169;"amenity";"restaurant";"2014-10-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2659017,52.5369427]}";"";""
21042;"Deutsche Bischofskonferenz";1;192;"amenity";"parking";"2011-12-27";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3848583,52.5270154]}";"";""
21122;"Meyerbeer Coffee";1;163;"amenity";"cafe";"2012-11-18";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.373761,52.5059098]}";"";""
21160;"Piazza del Alexa";1;169;"amenity";"restaurant";"2014-11-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4154515,52.5180007]}";"";""
21371;"Paul Ziege";1;646;"historic";"memorial";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.348166,52.4926268]}";"";""
21627;"Rises Delicacies";1;33;"shop";"deli";"2016-01-08";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.400218,52.533037]}";"";""
21648;"ETL Berlin";1;378;"office";"lawyer";"2016-03-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3891301,52.5085755]}";"";""
21663;"Park-Apotheke Mariendorf";1;204;"amenity";"pharmacy";"2016-03-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3863106,52.4422719]}";"";""
21753;"Zentrum für Biotechnologie und Umwelt I (ZBU)";1;400;"building";"undefined";"2013-01-27";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5371169,52.4297394]}";"";""
21807;"Lion";1;24;"shop";"bakery";"2015-02-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3394052,52.4328561]}";"";""
22010;"Lindenberger Weg/Stadtgrenze";1;583;"highway";"bus_stop";"2016-02-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5071486,52.6276998]}";"";""
22028;"House of Clouds";1;163;"amenity";"cafe";"2015-11-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3352289,52.5310918]}";"";""
22262;"La Malga";1;169;"amenity";"restaurant";"2016-08-18";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3159022,52.4399118]}";"";""
22448;"Frosch & Königin";1;53;"shop";"clothes";"2012-03-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4076814,52.5237363]}";"";""
22453;"Krössel";1;56;"shop";"jewelry";"2014-05-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3561658,52.5477819]}";"";""
22753;"Berliner Rathaus";1;583;"highway";"bus_stop";"2015-11-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4095784,52.5164878]}";"";""
22754;"Berliner Rathaus";1;396;"public_transport";"stop_position";"2015-11-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4095784,52.5164878]}";"";""
22896;"FIGARO";1;69;"shop";"hairdresser";"2016-03-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5429595,52.436166]}";"";""
23000;"Malcha Gutmann";1;646;"historic";"memorial";"2015-12-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4235533,52.5412459]}";"";""
23427;"Schrainer House";1;250;"amenity";"shelter";"2012-05-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.515705,52.518114]}";"";""
23455;"Erika Goldberg";1;646;"historic";"memorial";"2014-02-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4107886,52.5058799]}";"";""
23531;"Paul Rosshändler";1;646;"historic";"memorial";"2015-12-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4197907,52.5255824]}";"";""
24248;"Alt-Kladow";1;583;"highway";"bus_stop";"2016-10-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1439962,52.4536604]}";"";""
24547;"S Wollankstraße/Sternstraße";1;583;"highway";"bus_stop";"2016-02-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3911089,52.5654996]}";"";""
25420;"Kickbox Team Polzfuss e.V.";1;825;"sport";"undefined";"2012-09-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3102745,52.4902112]}";"";""
25441;"Container Toiletten";1;254;"amenity";"toilets";"2012-11-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1633418,52.5476264]}";"";""
25443;"Yuki Espresso Bar + Café";1;163;"amenity";"cafe";"2016-10-28";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4528697,52.5025539]}";"";""
25753;"Touristinformation";1;347;"tourism";"information";"2012-09-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2635254,52.4026196]}";"";""
25784;"EKT - Pumuckel e.V. Kila II";1;171;"amenity";"kindergarten";"2015-12-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2996783,52.5095428]}";"";""
25919;"Fielmann";1;75;"shop";"optician";"2015-12-25";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3063174,52.5086053]}";"";""
25956;"Hochschule für Wirtschaft, Technik und Kultur";1;170;"amenity";"college";"2013-01-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3890462,52.5113887]}";"";""
26043;"Zeltinger Platz";1;396;"public_transport";"stop_position";"2016-01-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2917021,52.6335375]}";"";""
26277;"Döner 76";1;165;"amenity";"fast_food";"2016-05-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3440717,52.5552262]}";"";""
26368;"Resfacta";1;176;"amenity";"driving_school";"2015-07-10";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.476743,52.5025986]}";"";""
26439;"Dr. med. Heidrun Höppner";1;201;"amenity";"doctors";"2016-01-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.541783,52.5276577]}";"";""
26492;"Spirit of Hockey";1;22;"shop";"undefined";"2013-04-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.482058,52.5387733]}";"";""
26493;"Hoeppnerstraße";1;396;"public_transport";"stop_position";"2016-01-18";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3734057,52.4728294]}";"";""
26502;"Chicken World";1;165;"amenity";"fast_food";"2016-11-19";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4587342,52.4316026]}";"";""
26612;"Hermann-Dorner-Allee";1;583;"highway";"bus_stop";"2016-01-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5277576,52.4370568]}";"";""
26714;"Segor electronics";1;105;"shop";"electronics";"2016-12-12";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3126597,52.5255875]}";"";""
26771;"U Kaiserin-Augusta-Straße";1;549;"railway";"subway_entrance";"2015-12-18";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3840619,52.4594476]}";"";""
26821;"Michelangelostraße";1;583;"highway";"bus_stop";"2016-01-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.452318,52.5418388]}";"";""
26961;"Muna";1;169;"amenity";"restaurant";"2016-09-10";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3401952,52.4478977]}";"";""
26984;"Pizzeria Da Luma";1;169;"amenity";"restaurant";"2016-06-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3444804,52.531259]}";"";""
27028;"Potsdamer Chaussee/Lindenthaler Allee";1;583;"highway";"bus_stop";"2016-11-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2284385,52.4304486]}";"";""
27500;"Gitarren & Saxophone";1;130;"shop";"musical_instrument";"2013-03-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3872868,52.5064161]}";"";""
27685;"Staatsoper";1;195;"amenity";"taxi";"2015-03-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3945929,52.5172847]}";"";""
27823;"Allianz-Generalvertretung";1;376;"office";"insurance";"2015-12-12";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5582022,52.5558947]}";"";""
27842;"Depot";1;99;"shop";"interior_decoration";"2016-02-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5958837,52.5491979]}";"";""
27887;"Augenoptik";1;75;"shop";"optician";"2013-04-13";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3222676,52.4869917]}";"";""
27953;"Steakhaus Don Castillo";1;169;"amenity";"restaurant";"2016-03-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.517915,52.568614]}";"";""
27981;"Max Habermann";1;646;"historic";"memorial";"2014-02-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3168906,52.4262409]}";"";""
28198;"Herman Belgian Bar";1;160;"amenity";"bar";"2016-12-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4121437,52.532439]}";"";""
28275;"Cafe Enitos";1;214;"amenity";"gambling";"2016-08-06";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3668241,52.5518349]}";"";""
28340;"mientus";1;53;"shop";"clothes";"2016-07-15";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3075047,52.5033077]}";"";""
28468;"Steinecke Brotmeisterei";1;24;"shop";"bakery";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3220005,52.4556682]}";"";""
28561;"Strauss";1;98;"shop";"furniture";"2016-05-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3229749,52.502388]}";"";""
28834;"Kaiserdiele";1;163;"amenity";"cafe";"2014-09-10";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3213333,52.4726948]}";"";""
28858;"Taverna ""Der Grieche""";1;169;"amenity";"restaurant";"2015-12-13";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6273036,52.4466639]}";"";""
28862;"Butter Lindner";1;33;"shop";"deli";"2016-06-10";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2924244,52.4965281]}";"";""
28942;"denns Biomarkt";1;49;"shop";"supermarket";"2016-12-06";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4040817,52.5403049]}";"";""
29157;"Kabarett Knieriem";1;221;"amenity";"theatre";"2015-08-18";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6000868,52.4744133]}";"";""
29389;"Zopf&Ponny";1;69;"shop";"hairdresser";"2016-03-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5097892,52.5512775]}";"";""
29589;"dopo_domani";1;98;"shop";"furniture";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3243072,52.505552]}";"";""
29646;"Elvan";1;24;"shop";"bakery";"2013-09-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3325366,52.4788366]}";"";""
29810;"Reformhaus Mörike";1;49;"shop";"supermarket";"2015-12-13";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4879489,52.466097]}";"";""